student_id,code_module,code_presentation,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
505520,CCC,2014B,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
505767,CCC,2014B,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass
505815,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Withdrawn
505967,CCC,2014B,F,East Midlands Region,Lower Than A Level,30-40%,35-55,0,90,N,Withdrawn
506206,CCC,2014B,F,North Western Region,Lower Than A Level,40-50%,0-35,0,30,Y,Distinction
506380,CCC,2014B,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
507034,CCC,2014B,M,South Region,Post Graduate Qualification,90-100%,35-55,0,60,N,Pass
507388,CCC,2014B,M,North Western Region,HE Qualification,50-60%,35-55,0,30,N,Withdrawn
507523,CCC,2014B,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Pass
507671,CCC,2014B,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
507801,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn
508025,CCC,2014B,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
508848,CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn
509029,CCC,2014B,F,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
509102,CCC,2014B,M,South East Region,A Level or Equivalent,70-80%,0-35,0,150,N,Pass
509122,CCC,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn
509183,CCC,2014B,F,East Midlands Region,Lower Than A Level,70-80%,35-55,0,120,N,Distinction
509649,CCC,2014B,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
509839,CCC,2014B,M,North Region,Post Graduate Qualification,,0-35,0,30,N,Pass
510070,CCC,2014B,F,Scotland,HE Qualification,20-30%,0-35,0,90,N,Withdrawn
510694,CCC,2014B,M,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
510914,CCC,2014B,M,Wales,HE Qualification,60-70%,35-55,0,60,N,Withdrawn
511473,CCC,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
511657,CCC,2014B,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail
512353,CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,150,N,Fail
512475,CCC,2014B,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Distinction
512582,CCC,2014B,M,North Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
513638,CCC,2014B,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
513854,CCC,2014B,M,East Anglian Region,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn
513934,CCC,2014B,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
513969,CCC,2014B,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
513997,CCC,2014B,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
514000,CCC,2014B,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail
514186,CCC,2014B,F,Scotland,HE Qualification,50-60%,35-55,0,90,Y,Fail
515046,CCC,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,Y,Pass
515107,CCC,2014B,M,North Region,A Level or Equivalent,,35-55,0,60,N,Pass
515278,CCC,2014B,M,London Region,A Level or Equivalent,20-30%,35-55,0,30,N,Fail
515515,CCC,2014B,M,South West Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail
515774,CCC,2014B,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Pass
515936,CCC,2014B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,180,Y,Withdrawn
516024,CCC,2014B,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
516238,CCC,2014B,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction
516496,CCC,2014B,M,Scotland,Lower Than A Level,70-80%,0-35,0,30,N,Pass
516685,CCC,2014B,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
516726,CCC,2014B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
517999,CCC,2014B,F,North Region,Lower Than A Level,,35-55,0,40,N,Distinction
518116,CCC,2014B,M,South Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
518330,CCC,2014B,F,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn
518363,CCC,2014B,M,South East Region,HE Qualification,80-90%,0-35,0,150,N,Pass
518862,CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
519544,CCC,2014B,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
519589,CCC,2014B,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
520332,CCC,2014B,M,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
520377,CCC,2014B,F,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
520588,CCC,2014B,M,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail
521051,CCC,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
521297,CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Pass
521542,CCC,2014B,M,Scotland,A Level or Equivalent,60-70%,35-55,0,90,N,Fail
521601,CCC,2014B,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn
521614,CCC,2014B,M,South Region,HE Qualification,80-90%,35-55,0,60,N,Distinction
522312,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
522484,CCC,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
522682,CCC,2014B,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
523061,CCC,2014B,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
523079,CCC,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
523239,CCC,2014B,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
523271,CCC,2014B,F,Wales,HE Qualification,0-10%,35-55,0,30,N,Withdrawn
523335,CCC,2014B,M,Ireland,HE Qualification,50-60%,0-35,0,30,N,Withdrawn
523710,CCC,2014B,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
524128,CCC,2014B,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Distinction
524295,CCC,2014B,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
524378,CCC,2014B,F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
524386,CCC,2014B,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
525332,CCC,2014B,M,London Region,Lower Than A Level,80-90%,0-35,0,60,Y,Fail
525832,CCC,2014B,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass
526073,CCC,2014B,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
526235,CCC,2014B,M,Yorkshire Region,HE Qualification,40-50%,0-35,0,90,N,Withdrawn
526547,CCC,2014B,F,Wales,HE Qualification,20-30%,0-35,0,90,N,Withdrawn
526564,CCC,2014B,M,Wales,HE Qualification,40-50%,35-55,0,90,N,Withdrawn
526876,CCC,2014B,M,Scotland,Lower Than A Level,60-70%,0-35,0,60,N,Fail
526927,CCC,2014B,M,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Pass
527771,CCC,2014B,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail
527826,CCC,2014B,F,Wales,HE Qualification,30-40%,0-35,0,90,N,Distinction
527964,CCC,2014B,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass
528021,CCC,2014B,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
528023,CCC,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
528066,CCC,2014B,M,Ireland,HE Qualification,70-80%,35-55,0,60,N,Pass
528083,CCC,2014B,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
528892,CCC,2014B,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
529025,CCC,2014B,M,South Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
529073,CCC,2014B,M,North Western Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn
529078,CCC,2014B,M,South Region,HE Qualification,60-70%,0-35,0,60,N,Fail
529153,CCC,2014B,M,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn
529434,CCC,2014B,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,30,N,Pass
530113,CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
530270,CCC,2014B,M,South Region,A Level or Equivalent,50-60%,0-35,0,150,N,Withdrawn
530481,CCC,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn
530650,CCC,2014B,M,London Region,HE Qualification,10-20,0-35,0,90,N,Pass
530936,CCC,2014B,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn
531047,CCC,2014B,M,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
531075,CCC,2014B,M,North Region,Lower Than A Level,20-30%,35-55,0,60,N,Withdrawn
532020,CCC,2014B,M,Scotland,HE Qualification,30-40%,0-35,0,90,N,Pass
532252,CCC,2014B,M,Ireland,Lower Than A Level,,35-55,0,30,N,Withdrawn
532350,CCC,2014B,M,South Region,HE Qualification,90-100%,35-55,0,30,N,Pass
532440,CCC,2014B,M,South East Region,Lower Than A Level,60-70%,0-35,0,150,N,Withdrawn
532531,CCC,2014B,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail
532565,CCC,2014B,M,Yorkshire Region,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn
532718,CCC,2014B,M,North Western Region,HE Qualification,20-30%,35-55,0,30,N,Pass
532859,CCC,2014B,M,Scotland,HE Qualification,20-30%,0-35,0,180,N,Fail
533004,CCC,2014B,M,West Midlands Region,HE Qualification,20-30%,0-35,0,60,N,Fail
533311,CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
534047,CCC,2014B,M,Ireland,HE Qualification,,35-55,0,30,N,Withdrawn
534074,CCC,2014B,M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn
535047,CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Pass
535590,CCC,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,90,Y,Withdrawn
535682,CCC,2014B,M,Wales,Lower Than A Level,50-60%,0-35,0,30,N,Fail
536032,CCC,2014B,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Fail
536170,CCC,2014B,M,North Western Region,HE Qualification,90-100%,35-55,0,90,N,Distinction
536261,CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
536435,CCC,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail
536536,CCC,2014B,M,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn
537322,CCC,2014B,M,Scotland,A Level or Equivalent,70-80%,35-55,0,90,N,Pass
537603,CCC,2014B,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
537606,CCC,2014B,F,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
537622,CCC,2014B,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,90,Y,Withdrawn
537654,CCC,2014B,M,North Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Withdrawn
537658,CCC,2014B,F,Wales,Lower Than A Level,20-30%,0-35,0,90,N,Fail
538887,CCC,2014B,M,South West Region,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn
539328,CCC,2014B,M,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
539514,CCC,2014B,F,North Region,Lower Than A Level,,0-35,0,30,N,Fail
539695,CCC,2014B,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn
539784,CCC,2014B,M,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
539971,CCC,2014B,F,Wales,HE Qualification,0-10%,0-35,0,90,N,Pass
540509,CCC,2014B,M,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
540686,CCC,2014B,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass
540937,CCC,2014B,M,Yorkshire Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
541003,CCC,2014B,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail
541184,CCC,2014B,M,North Region,A Level or Equivalent,10-20,0-35,0,30,N,Withdrawn
542050,CCC,2014B,M,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
542721,CCC,2014B,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
543170,CCC,2014B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,Y,Pass
543417,CCC,2014B,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
543475,CCC,2014B,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
543571,CCC,2014B,M,North Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
543628,CCC,2014B,M,North Western Region,HE Qualification,0-10%,35-55,0,90,N,Withdrawn
543678,CCC,2014B,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass
543924,CCC,2014B,M,South Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
543948,CCC,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
544075,CCC,2014B,M,North Region,A Level or Equivalent,,35-55,0,30,N,Withdrawn
544090,CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,120,N,Fail
544467,CCC,2014B,M,Yorkshire Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn
544490,CCC,2014B,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
544594,CCC,2014B,M,London Region,A Level or Equivalent,90-100%,0-35,0,90,N,Distinction
544791,CCC,2014B,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
544839,CCC,2014B,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
545045,CCC,2014B,M,North Western Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
545740,CCC,2014B,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
545747,CCC,2014B,M,East Anglian Region,HE Qualification,70-80%,35-55,0,60,N,Pass
546400,CCC,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,120,N,Withdrawn
546675,CCC,2014B,F,Ireland,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn
546830,CCC,2014B,F,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
546954,CCC,2014B,M,London Region,HE Qualification,10-20,0-35,0,30,N,Withdrawn
547287,CCC,2014B,M,South East Region,HE Qualification,80-90%,35-55,0,30,N,Distinction
547332,CCC,2014B,F,West Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn
547413,CCC,2014B,F,North Western Region,No Formal quals,0-10%,0-35,0,90,N,Fail
547571,CCC,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn
547685,CCC,2014B,M,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
547816,CCC,2014B,F,North Western Region,Lower Than A Level,60-70%,0-35,0,210,N,Withdrawn
547986,CCC,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn
548261,CCC,2014B,M,East Anglian Region,Lower Than A Level,50-60%,35-55,0,120,N,Fail
548383,CCC,2014B,F,London Region,HE Qualification,30-40%,0-35,0,30,N,Withdrawn
548386,CCC,2014B,M,London Region,HE Qualification,30-40%,0-35,0,60,N,Distinction
548509,CCC,2014B,M,London Region,HE Qualification,70-80%,35-55,0,30,N,Distinction
548602,CCC,2014B,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
548677,CCC,2014B,M,Ireland,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
548764,CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
548854,CCC,2014B,M,North Region,Post Graduate Qualification,,35-55,0,60,N,Pass
548926,CCC,2014B,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
549636,CCC,2014B,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Withdrawn
549928,CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail
549951,CCC,2014B,F,North Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
550092,CCC,2014B,M,East Anglian Region,A Level or Equivalent,10-20,35-55,0,90,N,Fail
550545,CCC,2014B,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
550812,CCC,2014B,M,Scotland,A Level or Equivalent,90-100%,0-35,0,150,N,Withdrawn
550893,CCC,2014B,M,North Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
551115,CCC,2014B,M,Wales,A Level or Equivalent,20-30%,0-35,0,30,N,Pass
551267,CCC,2014B,F,North Region,A Level or Equivalent,,0-35,0,120,N,Pass
551304,CCC,2014B,F,South West Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass
551478,CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,55<=,0,60,N,Pass
551528,CCC,2014B,M,Yorkshire Region,Lower Than A Level,,0-35,0,120,N,Withdrawn
551604,CCC,2014B,M,South Region,A Level or Equivalent,60-70%,35-55,0,30,N,Fail
551856,CCC,2014B,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
551902,CCC,2014B,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
552166,CCC,2014B,M,West Midlands Region,Lower Than A Level,,0-35,0,60,N,Withdrawn
552234,CCC,2014B,M,South East Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn
552441,CCC,2014B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Distinction
552498,CCC,2014B,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Withdrawn
552590,CCC,2014B,M,South West Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
552913,CCC,2014B,M,London Region,Lower Than A Level,20-30%,0-35,0,150,N,Pass
553021,CCC,2014B,M,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Distinction
553280,CCC,2014B,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction
553394,CCC,2014B,F,Yorkshire Region,HE Qualification,10-20,35-55,0,90,N,Pass
553410,CCC,2014B,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn
553568,CCC,2014B,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn
553655,CCC,2014B,F,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
553741,CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
554141,CCC,2014B,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
554205,CCC,2014B,M,Ireland,Lower Than A Level,,0-35,0,60,N,Fail
554470,CCC,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
554583,CCC,2014B,M,Scotland,Lower Than A Level,50-60%,0-35,0,90,N,Pass
554588,CCC,2014B,F,North Region,HE Qualification,20-30%,35-55,0,90,N,Withdrawn
554870,CCC,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
554951,CCC,2014B,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass
555008,CCC,2014B,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
555368,CCC,2014B,M,Wales,HE Qualification,0-10%,0-35,0,30,N,Withdrawn
555604,CCC,2014B,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass
555706,CCC,2014B,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction
555953,CCC,2014B,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Withdrawn
556007,CCC,2014B,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
556042,CCC,2014B,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
556109,CCC,2014B,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
556246,CCC,2014B,M,North Region,Lower Than A Level,,0-35,0,60,N,Distinction
556295,CCC,2014B,M,North Region,Lower Than A Level,,0-35,0,30,N,Distinction
556521,CCC,2014B,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Withdrawn
556584,CCC,2014B,M,East Anglian Region,HE Qualification,60-70%,35-55,0,60,N,Pass
556587,CCC,2014B,M,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail
556709,CCC,2014B,M,Ireland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
556858,CCC,2014B,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass
556918,CCC,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn
557172,CCC,2014B,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Fail
557700,CCC,2014B,M,North Region,Post Graduate Qualification,,0-35,0,60,N,Withdrawn
557849,CCC,2014B,M,Scotland,HE Qualification,50-60%,35-55,0,90,N,Withdrawn
557995,CCC,2014B,M,London Region,HE Qualification,10-20,0-35,0,120,N,Withdrawn
558122,CCC,2014B,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,60,N,Fail
558444,CCC,2014B,F,London Region,Lower Than A Level,10-20,0-35,0,180,N,Fail
558471,CCC,2014B,M,South Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
558518,CCC,2014B,M,South Region,HE Qualification,90-100%,0-35,0,30,N,Pass
558616,CCC,2014B,M,North Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
558806,CCC,2014B,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Withdrawn
558914,CCC,2014B,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Fail
559157,CCC,2014B,M,South East Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
559469,CCC,2014B,F,North Region,Lower Than A Level,,0-35,0,30,N,Withdrawn
559706,CCC,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
559770,CCC,2014B,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Pass
559912,CCC,2014B,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
559977,CCC,2014B,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
560114,CCC,2014B,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,Y,Pass
560311,CCC,2014B,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Distinction
560494,CCC,2014B,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Pass
560784,CCC,2014B,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
560951,CCC,2014B,M,South East Region,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
561363,CCC,2014B,M,Scotland,Post Graduate Qualification,80-90%,35-55,0,60,N,Pass
561559,CCC,2014B,M,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass
561774,CCC,2014B,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass
561823,CCC,2014B,M,South East Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn
562450,CCC,2014B,F,South Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass
562585,CCC,2014B,F,South East Region,No Formal quals,60-70%,0-35,0,90,N,Withdrawn
562825,CCC,2014B,M,East Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass
563046,CCC,2014B,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
563556,CCC,2014B,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn
563631,CCC,2014B,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail
563819,CCC,2014B,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,Y,Pass
563967,CCC,2014B,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
564325,CCC,2014B,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,Y,Withdrawn
564444,CCC,2014B,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
564700,CCC,2014B,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn
564841,CCC,2014B,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
565275,CCC,2014B,M,South Region,A Level or Equivalent,40-50%,0-35,0,150,N,Withdrawn
565399,CCC,2014B,M,London Region,HE Qualification,0-10%,0-35,0,30,N,Distinction
565838,CCC,2014B,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
565883,CCC,2014B,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
566185,CCC,2014B,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,120,N,Fail
566310,CCC,2014B,M,Scotland,A Level or Equivalent,10-20,35-55,0,60,N,Pass
566428,CCC,2014B,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
566664,CCC,2014B,M,London Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
566670,CCC,2014B,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
566704,CCC,2014B,F,Wales,HE Qualification,20-30%,35-55,0,90,N,Withdrawn
566715,CCC,2014B,F,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass
566871,CCC,2014B,M,London Region,Lower Than A Level,10-20,0-35,0,90,N,Fail
566872,CCC,2014B,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
568047,CCC,2014B,F,London Region,HE Qualification,50-60%,35-55,0,60,N,Fail
568084,CCC,2014B,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Distinction
569080,CCC,2014B,M,London Region,A Level or Equivalent,10-20,0-35,0,30,N,Distinction
569108,CCC,2014B,M,South East Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction
569342,CCC,2014B,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail
569609,CCC,2014B,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
569712,CCC,2014B,M,South Region,Lower Than A Level,50-60%,35-55,0,120,Y,Withdrawn
569928,CCC,2014B,M,South East Region,A Level or Equivalent,80-90%,0-35,0,150,N,Withdrawn
570113,CCC,2014B,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
570377,CCC,2014B,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
570410,CCC,2014B,F,East Anglian Region,No Formal quals,30-40%,0-35,0,60,N,Pass
