student_id,code_module,code_presentation,date_registration,date_unregistration
86047,CCC,2014B,1969-12-31,1970-01-01
88758,CCC,2014B,1969-12-31,1969-12-31
94484,CCC,2014B,1969-12-31,
95906,CCC,2014B,1969-12-31,
96538,CCC,2014B,1969-12-31,
97486,CCC,2014B,1969-12-31,1970-01-01
100621,CCC,2014B,1969-12-31,1970-01-01
105523,CCC,2014B,1969-12-31,
107028,CCC,2014B,1969-12-31,1970-01-01
107339,CCC,2014B,1969-12-31,
108834,CCC,2014B,1969-12-31,1970-01-01
108947,CCC,2014B,1969-12-31,1969-12-31
116174,CCC,2014B,1969-12-31,1970-01-01
116518,CCC,2014B,1969-12-31,
117232,CCC,2014B,1969-12-31,
118098,CCC,2014B,1969-12-31,
119353,CCC,2014B,1969-12-31,1970-01-01
119729,CCC,2014B,1969-12-31,1970-01-01
122392,CCC,2014B,1969-12-31,
123598,CCC,2014B,1969-12-31,1970-01-01
124124,CCC,2014B,1969-12-31,1970-01-01
124193,CCC,2014B,1969-12-31,
126337,CCC,2014B,1969-12-31,1970-01-01
126394,CCC,2014B,1969-12-31,
126395,CCC,2014B,1969-12-31,
128510,CCC,2014B,1969-12-31,1970-01-01
129198,CCC,2014B,1969-12-31,1970-01-01
129638,CCC,2014B,1969-12-31,1970-01-01
129878,CCC,2014B,1969-12-31,
131145,CCC,2014B,1969-12-31,
131695,CCC,2014B,1969-12-31,1969-12-31
131933,CCC,2014B,1969-12-31,1970-01-01
132191,CCC,2014B,1969-12-31,1970-01-01
133104,CCC,2014B,1969-12-31,
134025,CCC,2014B,1969-12-31,1970-01-01
135330,CCC,2014B,1969-12-31,
135792,CCC,2014B,1969-12-31,
139190,CCC,2014B,1969-12-31,1970-01-01
142935,CCC,2014B,1969-12-31,
145282,CCC,2014B,1969-12-31,
146125,CCC,2014B,1969-12-31,1969-12-31
147675,CCC,2014B,1969-12-31,1970-01-01
151549,CCC,2014B,1969-12-31,
152428,CCC,2014B,1969-12-31,
152962,CCC,2014B,1969-12-31,
153687,CCC,2014B,1969-12-31,1969-12-31
153788,CCC,2014B,1969-12-31,1970-01-01
155067,CCC,2014B,1969-12-31,
155963,CCC,2014B,1969-12-31,
157310,CCC,2014B,1969-12-31,1969-12-31
160300,CCC,2014B,1969-12-31,
162650,CCC,2014B,1969-12-31,
165647,CCC,2014B,1969-12-31,1970-01-01
165733,CCC,2014B,1969-12-31,1970-01-01
166160,CCC,2014B,1969-12-31,
167791,CCC,2014B,1969-12-31,
168178,CCC,2014B,1969-12-31,
169380,CCC,2014B,1969-12-31,
170025,CCC,2014B,1969-12-31,1970-01-01
170864,CCC,2014B,1969-12-31,
171896,CCC,2014B,1969-12-31,1970-01-01
172301,CCC,2014B,1969-12-31,1970-01-01
172965,CCC,2014B,1969-12-31,
174807,CCC,2014B,1969-12-31,1969-12-31
175490,CCC,2014B,1969-12-31,
177967,CCC,2014B,1969-12-31,
178072,CCC,2014B,1969-12-31,1970-01-01
178496,CCC,2014B,1969-12-31,
178654,CCC,2014B,1969-12-31,1969-12-31
179904,CCC,2014B,1969-12-31,
180976,CCC,2014B,1969-12-31,
183331,CCC,2014B,1969-12-31,1970-01-01
187435,CCC,2014B,1969-12-31,
189428,CCC,2014B,1969-12-31,
189624,CCC,2014B,1969-12-31,
191000,CCC,2014B,1969-12-31,1970-01-01
191797,CCC,2014B,1969-12-31,
193163,CCC,2014B,1969-12-31,
194377,CCC,2014B,1969-12-31,1969-12-31
197486,CCC,2014B,1969-12-31,1970-01-01
198902,CCC,2014B,1969-12-31,
200372,CCC,2014B,1969-12-31,1970-01-01
201327,CCC,2014B,1969-12-31,
203707,CCC,2014B,1969-12-31,1970-01-01
204725,CCC,2014B,1969-12-31,
205398,CCC,2014B,1969-12-31,
205425,CCC,2014B,1969-12-31,
206245,CCC,2014B,1969-12-31,
206599,CCC,2014B,1969-12-31,
227192,CCC,2014B,1969-12-31,
227752,CCC,2014B,1969-12-31,
227833,CCC,2014B,1969-12-31,1969-12-31
228153,CCC,2014B,1969-12-31,
228743,CCC,2014B,1969-12-31,
229499,CCC,2014B,1969-12-31,
230340,CCC,2014B,1969-12-31,1970-01-01
230761,CCC,2014B,1969-12-31,
231339,CCC,2014B,1969-12-31,
232833,CCC,2014B,1969-12-31,1970-01-01
233444,CCC,2014B,1969-12-31,1970-01-01
234068,CCC,2014B,1969-12-31,
234311,CCC,2014B,1969-12-31,
234740,CCC,2014B,1969-12-31,1970-01-01
235175,CCC,2014B,1969-12-31,1969-12-31
236205,CCC,2014B,1969-12-31,
236620,CCC,2014B,1969-12-31,
237934,CCC,2014B,1969-12-31,
239707,CCC,2014B,1969-12-31,1970-01-01
241955,CCC,2014B,1969-12-31,
242778,CCC,2014B,1969-12-31,1970-01-01
242858,CCC,2014B,1969-12-31,
243351,CCC,2014B,1969-12-31,1969-12-31
244902,CCC,2014B,1969-12-31,1970-01-01
244977,CCC,2014B,1969-12-31,
245217,CCC,2014B,1969-12-31,1970-01-01
245494,CCC,2014B,1969-12-31,1970-01-01
246248,CCC,2014B,1969-12-31,
247819,CCC,2014B,1969-12-31,
248252,CCC,2014B,1969-12-31,1970-01-01
250092,CCC,2014B,1969-12-31,
251385,CCC,2014B,1969-12-31,
253859,CCC,2014B,1969-12-31,
255140,CCC,2014B,1969-12-31,1970-01-01
255310,CCC,2014B,1969-12-31,
256532,CCC,2014B,1969-12-31,1970-01-01
260062,CCC,2014B,1969-12-31,1970-01-01
260949,CCC,2014B,1969-12-31,
261042,CCC,2014B,1969-12-31,
261265,CCC,2014B,1969-12-31,
261615,CCC,2014B,1969-12-31,
262391,CCC,2014B,1969-12-31,1970-01-01
264159,CCC,2014B,1969-12-31,
264285,CCC,2014B,1969-12-31,1969-12-31
266040,CCC,2014B,1969-12-31,1970-01-01
266558,CCC,2014B,1969-12-31,1970-01-01
266915,CCC,2014B,1969-12-31,1970-01-01
267118,CCC,2014B,1969-12-31,1970-01-01
268018,CCC,2014B,1969-12-31,1970-01-01
268127,CCC,2014B,1969-12-31,1969-12-31
269676,CCC,2014B,1969-12-31,
272103,CCC,2014B,1969-12-31,1969-12-31
277577,CCC,2014B,1969-12-31,1969-12-31
277809,CCC,2014B,1969-12-31,1969-12-31
278861,CCC,2014B,1969-12-31,1970-01-01
279868,CCC,2014B,1969-12-31,
279883,CCC,2014B,1969-12-31,1970-01-01
281261,CCC,2014B,1969-12-31,1970-01-01
281801,CCC,2014B,1969-12-31,
282193,CCC,2014B,1969-12-31,
283798,CCC,2014B,1969-12-31,
284812,CCC,2014B,1969-12-31,
285170,CCC,2014B,1969-12-31,
285475,CCC,2014B,1969-12-31,
289009,CCC,2014B,1969-12-31,
289397,CCC,2014B,1969-12-31,1970-01-01
290382,CCC,2014B,1969-12-31,1970-01-01
291805,CCC,2014B,1969-12-31,
294578,CCC,2014B,1969-12-31,1970-01-01
295893,CCC,2014B,1969-12-31,1970-01-01
296411,CCC,2014B,1969-12-31,
298040,CCC,2014B,1969-12-31,
300059,CCC,2014B,1969-12-31,
300594,CCC,2014B,1969-12-31,1970-01-01
300611,CCC,2014B,1969-12-31,1970-01-01
301232,CCC,2014B,1969-12-31,
305783,CCC,2014B,1969-12-31,1970-01-01
305876,CCC,2014B,1969-12-31,
305974,CCC,2014B,1969-12-31,1969-12-31
306150,CCC,2014B,1969-12-31,1969-12-31
308391,CCC,2014B,1969-12-31,1970-01-01
308918,CCC,2014B,1969-12-31,
309118,CCC,2014B,1969-12-31,
309515,CCC,2014B,1969-12-31,1969-12-31
310088,CCC,2014B,1969-12-31,1970-01-01
311616,CCC,2014B,1969-12-31,
312886,CCC,2014B,1969-12-31,
314555,CCC,2014B,1969-12-31,1970-01-01
315322,CCC,2014B,1969-12-31,1970-01-01
315728,CCC,2014B,1969-12-31,
316061,CCC,2014B,1969-12-31,
316227,CCC,2014B,1969-12-31,
318574,CCC,2014B,1969-12-31,1969-12-31
319042,CCC,2014B,1969-12-31,
320153,CCC,2014B,1969-12-31,1970-01-01
321112,CCC,2014B,1969-12-31,1970-01-01
324257,CCC,2014B,1969-12-31,
325497,CCC,2014B,1969-12-31,1970-01-01
328261,CCC,2014B,1969-12-31,
329673,CCC,2014B,1969-12-31,
330862,CCC,2014B,1969-12-31,
330994,CCC,2014B,1969-12-31,1970-01-01
335553,CCC,2014B,1969-12-31,1970-01-01
335648,CCC,2014B,1969-12-31,
336398,CCC,2014B,1969-12-31,
336695,CCC,2014B,1969-12-31,1970-01-01
338604,CCC,2014B,1969-12-31,
338731,CCC,2014B,1969-12-31,1970-01-01
338854,CCC,2014B,1969-12-31,1969-12-31
339353,CCC,2014B,1969-12-31,1969-12-31
342089,CCC,2014B,1969-12-31,
342957,CCC,2014B,1969-12-31,
342974,CCC,2014B,1969-12-31,
344367,CCC,2014B,1969-12-31,
344396,CCC,2014B,1969-12-31,
345256,CCC,2014B,1969-12-31,
347257,CCC,2014B,1969-12-31,1969-12-31
347518,CCC,2014B,1969-12-31,1969-12-31
347764,CCC,2014B,1969-12-31,
348050,CCC,2014B,1969-12-31,
348159,CCC,2014B,1969-12-31,
349069,CCC,2014B,1969-12-31,
351328,CCC,2014B,1969-12-31,1970-01-01
351577,CCC,2014B,1969-12-31,
351775,CCC,2014B,1969-12-31,
353066,CCC,2014B,1969-12-31,1969-12-31
353660,CCC,2014B,1969-12-31,1970-01-01
353804,CCC,2014B,1969-12-31,1970-01-01
353979,CCC,2014B,1969-12-31,1970-01-01
354607,CCC,2014B,1969-12-31,
355143,CCC,2014B,1969-12-31,
356274,CCC,2014B,1969-12-31,
356523,CCC,2014B,1969-12-31,1970-01-01
357176,CCC,2014B,1969-12-31,
357214,CCC,2014B,1969-12-31,1969-12-31
357485,CCC,2014B,1969-12-31,1969-12-31
357851,CCC,2014B,1969-12-31,1970-01-01
357942,CCC,2014B,1969-12-31,1970-01-01
358075,CCC,2014B,1969-12-31,1970-01-01
359114,CCC,2014B,1969-12-31,
359460,CCC,2014B,1969-12-31,1970-01-01
360547,CCC,2014B,1969-12-31,1970-01-01
361410,CCC,2014B,1969-12-31,
362223,CCC,2014B,1969-12-31,
362661,CCC,2014B,1969-12-31,1970-01-01
363374,CCC,2014B,1969-12-31,
363773,CCC,2014B,1969-12-31,
363906,CCC,2014B,1969-12-31,
363939,CCC,2014B,1969-12-31,
364920,CCC,2014B,1969-12-31,1970-01-01
365993,CCC,2014B,1969-12-31,
366310,CCC,2014B,1969-12-31,
366424,CCC,2014B,1969-12-31,1970-01-01
366872,CCC,2014B,1969-12-31,1970-01-01
367807,CCC,2014B,1969-12-31,1969-12-31
368483,CCC,2014B,1969-12-31,1970-01-01
368876,CCC,2014B,1969-12-31,
369908,CCC,2014B,1969-12-31,1969-12-31
370336,CCC,2014B,1969-12-31,
371113,CCC,2014B,1969-12-31,1970-01-01
371526,CCC,2014B,1969-12-31,
371901,CCC,2014B,1969-12-31,
372812,CCC,2014B,1969-12-31,1970-01-01
374028,CCC,2014B,1969-12-31,
374055,CCC,2014B,1969-12-31,1970-01-01
374756,CCC,2014B,1969-12-31,
375688,CCC,2014B,1969-12-31,1970-01-01
376701,CCC,2014B,1969-12-31,1970-01-01
378920,CCC,2014B,1969-12-31,
379406,CCC,2014B,1969-12-31,1970-01-01
381240,CCC,2014B,1969-12-31,
381927,CCC,2014B,1969-12-31,
383015,CCC,2014B,1969-12-31,1969-12-31
383140,CCC,2014B,1969-12-31,
383158,CCC,2014B,1969-12-31,
383311,CCC,2014B,1969-12-31,
383347,CCC,2014B,1969-12-31,
383372,CCC,2014B,1969-12-31,
383971,CCC,2014B,1969-12-31,
385120,CCC,2014B,1969-12-31,1970-01-01
385387,CCC,2014B,1969-12-31,
385980,CCC,2014B,1969-12-31,1969-12-31
386121,CCC,2014B,1969-12-31,1970-01-01
386189,CCC,2014B,1969-12-31,1970-01-01
386671,CCC,2014B,1969-12-31,1969-12-31
387009,CCC,2014B,1969-12-31,
388538,CCC,2014B,1969-12-31,
388708,CCC,2014B,1969-12-31,1970-01-01
388750,CCC,2014B,1969-12-31,1970-01-01
389680,CCC,2014B,1969-12-31,1969-12-31
390233,CCC,2014B,1969-12-31,1969-12-31
391343,CCC,2014B,1969-12-31,
391419,CCC,2014B,1969-12-31,
392289,CCC,2014B,1969-12-31,1970-01-01
392526,CCC,2014B,1969-12-31,
394311,CCC,2014B,1969-12-31,
394341,CCC,2014B,1969-12-31,
394791,CCC,2014B,,1969-12-31
395164,CCC,2014B,1969-12-31,1970-01-01
396825,CCC,2014B,1969-12-31,
397149,CCC,2014B,1969-12-31,1970-01-01
397506,CCC,2014B,1969-12-31,
397797,CCC,2014B,1969-12-31,1970-01-01
398487,CCC,2014B,1969-12-31,
398877,CCC,2014B,1969-12-31,1969-12-31
399863,CCC,2014B,1969-12-31,1969-12-31
400063,CCC,2014B,1969-12-31,1970-01-01
401296,CCC,2014B,1969-12-31,
401903,CCC,2014B,1969-12-31,
403085,CCC,2014B,1969-12-31,
404239,CCC,2014B,1969-12-31,
405192,CCC,2014B,1969-12-31,1969-12-31
406265,CCC,2014B,1969-12-31,1970-01-01
406337,CCC,2014B,1969-12-31,1970-01-01
406846,CCC,2014B,1969-12-31,
406908,CCC,2014B,1969-12-31,
406937,CCC,2014B,1969-12-31,1970-01-01
407453,CCC,2014B,1969-12-31,1970-01-01
407818,CCC,2014B,1969-12-31,
408371,CCC,2014B,1969-12-31,1970-01-01
408413,CCC,2014B,1969-12-31,
409540,CCC,2014B,1969-12-31,1970-01-01
410203,CCC,2014B,1969-12-31,
410407,CCC,2014B,1969-12-31,
410699,CCC,2014B,1969-12-31,
410886,CCC,2014B,1969-12-31,1970-01-01
412258,CCC,2014B,1969-12-31,
412268,CCC,2014B,1969-12-31,1970-01-01
412284,CCC,2014B,1969-12-31,
413083,CCC,2014B,1969-12-31,
416500,CCC,2014B,1969-12-31,1970-01-01
416689,CCC,2014B,1969-12-31,
416860,CCC,2014B,1969-12-31,1970-01-01
417820,CCC,2014B,1969-12-31,
418224,CCC,2014B,1969-12-31,
418623,CCC,2014B,1969-12-31,
418971,CCC,2014B,1969-12-31,1970-01-01
419233,CCC,2014B,1969-12-31,
419536,CCC,2014B,1969-12-31,1970-01-01
420345,CCC,2014B,1969-12-31,
420428,CCC,2014B,1969-12-31,1969-12-31
420528,CCC,2014B,1969-12-31,
420935,CCC,2014B,1969-12-31,
421209,CCC,2014B,1969-12-31,
421712,CCC,2014B,1969-12-31,1970-01-01
423879,CCC,2014B,1969-12-31,
424082,CCC,2014B,1969-12-31,
424112,CCC,2014B,1969-12-31,
424950,CCC,2014B,1969-12-31,
425287,CCC,2014B,1969-12-31,1970-01-01
425714,CCC,2014B,1969-12-31,1970-01-01
426610,CCC,2014B,1969-12-31,
426616,CCC,2014B,1969-12-31,
429065,CCC,2014B,1969-12-31,
429185,CCC,2014B,1969-12-31,
429220,CCC,2014B,1969-12-31,1969-12-31
430686,CCC,2014B,1969-12-31,
431014,CCC,2014B,1969-12-31,
431386,CCC,2014B,1969-12-31,
432278,CCC,2014B,1969-12-31,1970-01-01
432718,CCC,2014B,1969-12-31,1970-01-01
434562,CCC,2014B,1969-12-31,
434573,CCC,2014B,1969-12-31,
435271,CCC,2014B,1969-12-31,1969-12-31
436058,CCC,2014B,1969-12-31,
437432,CCC,2014B,1969-12-31,1969-12-31
438313,CCC,2014B,1969-12-31,1970-01-01
438796,CCC,2014B,1969-12-31,
439669,CCC,2014B,1969-12-31,1970-01-01
440171,CCC,2014B,1969-12-31,1969-12-31
440297,CCC,2014B,1969-12-31,1969-12-31
440323,CCC,2014B,1969-12-31,1970-01-01
440591,CCC,2014B,1969-12-31,1970-01-01
440905,CCC,2014B,1970-01-01,
441540,CCC,2014B,1969-12-31,1970-01-01
441606,CCC,2014B,1969-12-31,1970-01-01
442530,CCC,2014B,1969-12-31,1969-12-31
442954,CCC,2014B,1969-12-31,1970-01-01
445777,CCC,2014B,1969-12-31,
445917,CCC,2014B,1969-12-31,
445972,CCC,2014B,1969-12-31,
446295,CCC,2014B,1969-12-31,
446628,CCC,2014B,1969-12-31,1970-01-01
447306,CCC,2014B,1969-12-31,
464236,CCC,2014B,1969-12-31,1970-01-01
464724,CCC,2014B,1969-12-31,1970-01-01
465194,CCC,2014B,1969-12-31,1969-12-31
465406,CCC,2014B,1969-12-31,
465517,CCC,2014B,1969-12-31,1970-01-01
465719,CCC,2014B,1969-12-31,
465764,CCC,2014B,1969-12-31,1970-01-01
465843,CCC,2014B,1969-12-31,
466289,CCC,2014B,1969-12-31,
466714,CCC,2014B,1969-12-31,1970-01-01
467230,CCC,2014B,1969-12-31,
467753,CCC,2014B,1969-12-31,1970-01-01
467894,CCC,2014B,1969-12-31,
468753,CCC,2014B,1969-12-31,
469113,CCC,2014B,1969-12-31,1970-01-01
469732,CCC,2014B,1969-12-31,1970-01-01
469761,CCC,2014B,1969-12-31,
470002,CCC,2014B,1969-12-31,1970-01-01
471018,CCC,2014B,1969-12-31,1970-01-01
471580,CCC,2014B,1969-12-31,1970-01-01
471657,CCC,2014B,1969-12-31,
471979,CCC,2014B,1969-12-31,
472087,CCC,2014B,1969-12-31,
472309,CCC,2014B,1969-12-31,1970-01-01
472856,CCC,2014B,1969-12-31,1969-12-31
473965,CCC,2014B,1969-12-31,
474283,CCC,2014B,1969-12-31,
474377,CCC,2014B,1969-12-31,1969-12-31
474759,CCC,2014B,1969-12-31,
475149,CCC,2014B,1969-12-31,1970-01-01
475443,CCC,2014B,1969-12-31,1969-12-31
475556,CCC,2014B,1969-12-31,1970-01-01
475945,CCC,2014B,1969-12-31,
476108,CCC,2014B,1969-12-31,
476868,CCC,2014B,1969-12-31,1970-01-01
476937,CCC,2014B,1969-12-31,
477067,CCC,2014B,1969-12-31,
478025,CCC,2014B,1969-12-31,1969-12-31
478212,CCC,2014B,1969-12-31,
478550,CCC,2014B,1969-12-31,
478977,CCC,2014B,1969-12-31,1970-01-01
479607,CCC,2014B,1969-12-31,
479714,CCC,2014B,1969-12-31,1969-12-31
479725,CCC,2014B,1969-12-31,
479753,CCC,2014B,1969-12-31,1970-01-01
480604,CCC,2014B,1969-12-31,1970-01-01
480928,CCC,2014B,1969-12-31,1970-01-01
480929,CCC,2014B,1969-12-31,
480943,CCC,2014B,1969-12-31,
481024,CCC,2014B,1969-12-31,1970-01-01
482280,CCC,2014B,1969-12-31,
482745,CCC,2014B,1969-12-31,
483108,CCC,2014B,1969-12-31,1970-01-01
483267,CCC,2014B,1969-12-31,1970-01-01
483275,CCC,2014B,1969-12-31,
483666,CCC,2014B,1969-12-31,1970-01-01
484174,CCC,2014B,1969-12-31,1970-01-01
484305,CCC,2014B,1969-12-31,1970-01-01
484464,CCC,2014B,1969-12-31,
484787,CCC,2014B,1969-12-31,1970-01-01
485312,CCC,2014B,1969-12-31,
485374,CCC,2014B,1969-12-31,
485594,CCC,2014B,1969-12-31,1970-01-01
485604,CCC,2014B,1969-12-31,
485944,CCC,2014B,1969-12-31,
486378,CCC,2014B,1969-12-31,1970-01-01
486737,CCC,2014B,1969-12-31,1969-12-31
487494,CCC,2014B,1969-12-31,1970-01-01
487570,CCC,2014B,1969-12-31,1969-12-31
487629,CCC,2014B,1969-12-31,
488431,CCC,2014B,1969-12-31,
489309,CCC,2014B,1969-12-31,1969-12-31
489929,CCC,2014B,1969-12-31,
490024,CCC,2014B,1969-12-31,
490081,CCC,2014B,1969-12-31,
490282,CCC,2014B,1969-12-31,
490297,CCC,2014B,1969-12-31,1970-01-01
490587,CCC,2014B,1969-12-31,
490662,CCC,2014B,1969-12-31,
490665,CCC,2014B,1969-12-31,1970-01-01
490768,CCC,2014B,1969-12-31,1970-01-01
490769,CCC,2014B,1969-12-31,1970-01-01
491170,CCC,2014B,1969-12-31,1970-01-01
491232,CCC,2014B,1969-12-31,
491742,CCC,2014B,1969-12-31,
491843,CCC,2014B,1969-12-31,1970-01-01
492357,CCC,2014B,1969-12-31,1970-01-01
492900,CCC,2014B,1969-12-31,
493793,CCC,2014B,1969-12-31,1969-12-31
493822,CCC,2014B,1969-12-31,1970-01-01
493988,CCC,2014B,1969-12-31,1970-01-01
494389,CCC,2014B,1969-12-31,
494919,CCC,2014B,1969-12-31,
495320,CCC,2014B,1969-12-31,
496108,CCC,2014B,1969-12-31,1970-01-01
497047,CCC,2014B,1969-12-31,1969-12-31
497080,CCC,2014B,1969-12-31,1970-01-01
498043,CCC,2014B,1969-12-31,
498138,CCC,2014B,1969-12-31,
498225,CCC,2014B,1969-12-31,1969-12-31
498741,CCC,2014B,1969-12-31,
500001,CCC,2014B,1969-12-31,1969-12-31
500006,CCC,2014B,1969-12-31,
500189,CCC,2014B,1969-12-31,1970-01-01
500597,CCC,2014B,1969-12-31,
501339,CCC,2014B,1969-12-31,1970-01-01
501443,CCC,2014B,1969-12-31,
501652,CCC,2014B,1969-12-31,
502465,CCC,2014B,1969-12-31,
502466,CCC,2014B,1969-12-31,1969-12-31
502554,CCC,2014B,1969-12-31,
502833,CCC,2014B,1969-12-31,
502868,CCC,2014B,1969-12-31,
502929,CCC,2014B,1969-12-31,1970-01-01
503469,CCC,2014B,1969-12-31,
503872,CCC,2014B,1969-12-31,1970-01-01
504057,CCC,2014B,1969-12-31,1970-01-01
505235,CCC,2014B,1969-12-31,1970-01-01
505520,CCC,2014B,1969-12-31,1970-01-01
505767,CCC,2014B,1969-12-31,
505815,CCC,2014B,1969-12-31,1970-01-01
505967,CCC,2014B,1969-12-31,1969-12-31
506206,CCC,2014B,1969-12-31,
506380,CCC,2014B,1969-12-31,1970-01-01
507034,CCC,2014B,1969-12-31,
507388,CCC,2014B,1969-12-31,1970-01-01
507523,CCC,2014B,1969-12-31,
507671,CCC,2014B,1969-12-31,1970-01-01
507801,CCC,2014B,1969-12-31,1969-12-31
508025,CCC,2014B,1969-12-31,1970-01-01
508848,CCC,2014B,1969-12-31,1969-12-31
509029,CCC,2014B,1969-12-31,
509102,CCC,2014B,1969-12-31,
509122,CCC,2014B,1969-12-31,1970-01-01
509183,CCC,2014B,1969-12-31,
509649,CCC,2014B,1969-12-31,
509839,CCC,2014B,1969-12-31,
510070,CCC,2014B,1969-12-31,1970-01-01
510694,CCC,2014B,1969-12-31,1970-01-01
510914,CCC,2014B,1969-12-31,1970-01-01
511473,CCC,2014B,1969-12-31,
511657,CCC,2014B,1969-12-31,
512353,CCC,2014B,1969-12-31,
512475,CCC,2014B,1969-12-31,
512582,CCC,2014B,1969-12-31,1970-01-01
513638,CCC,2014B,1969-12-31,
513854,CCC,2014B,1969-12-31,1969-12-31
513934,CCC,2014B,1969-12-31,1970-01-01
513969,CCC,2014B,1969-12-31,1969-12-31
513997,CCC,2014B,1969-12-31,1969-12-31
514000,CCC,2014B,1969-12-31,
514186,CCC,2014B,1969-12-31,
515046,CCC,2014B,1969-12-31,
515107,CCC,2014B,1969-12-31,
515278,CCC,2014B,1969-12-31,
515515,CCC,2014B,1969-12-31,
515774,CCC,2014B,1969-12-31,
515936,CCC,2014B,1969-12-31,1970-01-01
516024,CCC,2014B,1969-12-31,
516238,CCC,2014B,1969-12-31,
516496,CCC,2014B,1969-12-31,
516685,CCC,2014B,1969-12-31,1970-01-01
516726,CCC,2014B,1969-12-31,
517999,CCC,2014B,1969-12-31,
518116,CCC,2014B,1969-12-31,
518330,CCC,2014B,1969-12-31,1969-12-31
518363,CCC,2014B,1969-12-31,
518862,CCC,2014B,1969-12-31,
519544,CCC,2014B,1969-12-31,
519589,CCC,2014B,1969-12-31,
520332,CCC,2014B,1969-12-31,1969-12-31
520377,CCC,2014B,1969-12-31,
520588,CCC,2014B,1969-12-31,
521051,CCC,2014B,1969-12-31,
521297,CCC,2014B,1969-12-31,
521542,CCC,2014B,1969-12-31,
521601,CCC,2014B,1969-12-31,1970-01-01
521614,CCC,2014B,1969-12-31,
522312,CCC,2014B,1969-12-31,
522484,CCC,2014B,1969-12-31,
522682,CCC,2014B,1969-12-31,1970-01-01
523061,CCC,2014B,1969-12-31,
523079,CCC,2014B,1969-12-31,
523239,CCC,2014B,1969-12-31,1970-01-01
523271,CCC,2014B,1969-12-31,1970-01-01
523335,CCC,2014B,1969-12-31,1970-01-01
523710,CCC,2014B,1969-12-31,
524128,CCC,2014B,1969-12-31,
524295,CCC,2014B,1969-12-31,
524378,CCC,2014B,1969-12-31,
524386,CCC,2014B,1969-12-31,
525332,CCC,2014B,1969-12-31,
525832,CCC,2014B,1969-12-31,
526073,CCC,2014B,1969-12-31,1970-01-01
526235,CCC,2014B,1969-12-31,1970-01-01
526547,CCC,2014B,1969-12-31,1970-01-01
526564,CCC,2014B,1969-12-31,1970-01-01
526876,CCC,2014B,1969-12-31,
526927,CCC,2014B,1969-12-31,
527771,CCC,2014B,1969-12-31,
527826,CCC,2014B,1969-12-31,
527964,CCC,2014B,1969-12-31,
528021,CCC,2014B,1969-12-31,1970-01-01
528023,CCC,2014B,1969-12-31,
528066,CCC,2014B,1969-12-31,
528083,CCC,2014B,1969-12-31,1970-01-01
528892,CCC,2014B,1969-12-31,
529025,CCC,2014B,1969-12-31,
529073,CCC,2014B,1969-12-31,1970-01-01
529078,CCC,2014B,1969-12-31,
529153,CCC,2014B,1969-12-31,1970-01-01
529434,CCC,2014B,1969-12-31,
530113,CCC,2014B,1969-12-31,1970-01-01
530270,CCC,2014B,1969-12-31,1969-12-31
530481,CCC,2014B,1969-12-31,1970-01-01
530650,CCC,2014B,1969-12-31,
530936,CCC,2014B,1969-12-31,1970-01-01
531047,CCC,2014B,1969-12-31,1970-01-01
531075,CCC,2014B,1969-12-31,1970-01-01
532020,CCC,2014B,1969-12-31,
532252,CCC,2014B,1969-12-31,1969-12-31
532350,CCC,2014B,1969-12-31,
532440,CCC,2014B,1969-12-31,1969-12-31
532531,CCC,2014B,1969-12-31,
532565,CCC,2014B,1969-12-31,1970-01-01
532718,CCC,2014B,1969-12-31,
532859,CCC,2014B,1969-12-31,
533004,CCC,2014B,1969-12-31,
533311,CCC,2014B,1969-12-31,1970-01-01
534047,CCC,2014B,1969-12-31,1970-01-01
534074,CCC,2014B,1969-12-31,1970-01-01
535047,CCC,2014B,1969-12-31,
535590,CCC,2014B,1969-12-31,1969-12-31
535682,CCC,2014B,1969-12-31,
536032,CCC,2014B,1969-12-31,
536170,CCC,2014B,1969-12-31,
536261,CCC,2014B,1969-12-31,
536435,CCC,2014B,1969-12-31,
536536,CCC,2014B,1969-12-31,1970-01-01
537322,CCC,2014B,1969-12-31,
537603,CCC,2014B,1969-12-31,
537606,CCC,2014B,1969-12-31,
537622,CCC,2014B,1969-12-31,1970-01-01
537654,CCC,2014B,1969-12-31,1970-01-01
537658,CCC,2014B,1969-12-31,
538887,CCC,2014B,1969-12-31,1970-01-01
539328,CCC,2014B,1969-12-31,1970-01-01
539514,CCC,2014B,1969-12-31,
539695,CCC,2014B,1969-12-31,1969-12-31
539784,CCC,2014B,1969-12-31,
539971,CCC,2014B,1969-12-31,
540509,CCC,2014B,1969-12-31,1969-12-31
540686,CCC,2014B,1969-12-31,
540937,CCC,2014B,1969-12-31,1969-12-31
541003,CCC,2014B,1969-12-31,
541184,CCC,2014B,1969-12-31,1970-01-01
542050,CCC,2014B,1969-12-31,1970-01-01
542721,CCC,2014B,1969-12-31,
543170,CCC,2014B,1969-12-31,
543417,CCC,2014B,1969-12-31,1970-01-01
543475,CCC,2014B,1969-12-31,
543571,CCC,2014B,1969-12-31,1969-12-31
543628,CCC,2014B,1969-12-31,1970-01-01
543678,CCC,2014B,1969-12-31,
543924,CCC,2014B,1969-12-31,
543948,CCC,2014B,1969-12-31,
544075,CCC,2014B,1969-12-31,1969-12-31
544090,CCC,2014B,1969-12-31,
544467,CCC,2014B,1969-12-31,1970-01-01
