student_id,code_module,code_presentation,avg_score,completion_rate,total_clicks,active_days,final_result
536629,BBB,2014B,86.45454545454545,0.9166666666666666,0,0,Pass
536805,BBB,2014B,84.11111111111111,0.75,0,0,Pass
537077,BBB,2014B,86.45454545454545,0.9166666666666666,0,0,Pass
537171,BBB,2014B,88.0909090909091,0.9166666666666666,0,0,Pass
537373,BBB,2014B,72.9090909090909,0.9166666666666666,0,0,Pass
537605,BBB,2014B,63.0,0.08333333333333333,0,0,Fail
537698,BBB,2014B,75.0909090909091,0.9166666666666666,0,0,Pass
538196,BBB,2014B,92.0,0.3333333333333333,0,0,Withdrawn
539675,BBB,2014B,82.5,0.5,0,0,Fail
539894,BBB,2014B,80.3,0.8333333333333334,0,0,Pass
540558,BBB,2014B,93.63636363636364,0.9166666666666666,0,0,Pass
541769,BBB,2014B,74.77777777777777,0.75,0,0,Pass
542456,BBB,2014B,0.0,0.0,0,0,Withdrawn
542466,BBB,2014B,68.27272727272727,0.9166666666666666,0,0,Pass
542547,BBB,2014B,85.22222222222223,0.75,0,0,Pass
542562,BBB,2014B,64.7,0.8333333333333334,0,0,Withdrawn
543963,BBB,2014B,72.0,0.08333333333333333,0,0,Withdrawn
544050,BBB,2014B,0.0,0.0,0,0,Fail
544430,BBB,2014B,0.0,0.0,0,0,Fail
545146,BBB,2014B,70.0909090909091,0.9166666666666666,0,0,Pass
545160,BBB,2014B,0.0,0.0,0,0,Withdrawn
545196,BBB,2014B,84.7,0.8333333333333334,0,0,Pass
545223,BBB,2014B,71.2,1.0,0,0,Fail
545254,BBB,2014B,73.81818181818181,0.9166666666666666,0,0,Pass
546202,BBB,2014B,81.0,1.0,0,0,Pass
546302,BBB,2014B,63.0,0.08333333333333333,0,0,Fail
547018,BBB,2014B,70.8,0.4166666666666667,0,0,Fail
547268,BBB,2014B,0.0,0.0,0,0,Withdrawn
547487,BBB,2014B,86.9,0.8333333333333334,0,0,Distinction
547556,BBB,2014B,76.125,0.6666666666666666,0,0,Fail
548296,BBB,2014B,60.0,0.25,0,0,Fail
548445,BBB,2014B,71.54545454545455,0.9166666666666666,0,0,Fail
548578,BBB,2014B,80.0,0.08333333333333333,0,0,Withdrawn
548844,BBB,2014B,65.0,0.25,0,0,Fail
549078,BBB,2014B,43.22222222222222,1.0,0,0,Fail
549087,BBB,2014B,0.0,0.0,0,0,Fail
549190,BBB,2014B,91.0909090909091,0.9166666666666666,0,0,Pass
549892,BBB,2014B,76.0,0.3333333333333333,0,0,Withdrawn
550269,BBB,2014B,64.72727272727273,0.9166666666666666,0,0,Pass
551053,BBB,2014B,77.25,1.0,0,0,Fail
551252,BBB,2014B,95.72727272727273,0.9166666666666666,0,0,Distinction
551515,BBB,2014B,78.54545454545455,0.9166666666666666,0,0,Pass
551718,BBB,2014B,58.5,0.6666666666666666,0,0,Fail
551953,BBB,2014B,76.33333333333333,0.5,0,0,Fail
552025,BBB,2014B,84.22222222222223,0.75,0,0,Fail
552656,BBB,2014B,40.0,0.08333333333333333,0,0,Withdrawn
552896,BBB,2014B,84.0,0.25,0,0,Withdrawn
552931,BBB,2014B,0.0,0.0,0,0,Withdrawn
553000,BBB,2014B,0.0,0.0,0,0,Withdrawn
553437,BBB,2014B,91.0,0.08333333333333333,0,0,Fail
553733,BBB,2014B,70.6,0.4166666666666667,0,0,Fail
553807,BBB,2014B,65.71428571428571,1.0,0,0,Fail
553808,BBB,2014B,81.77777777777777,0.75,0,0,Pass
554004,BBB,2014B,74.9090909090909,0.9166666666666666,0,0,Pass
554766,BBB,2014B,0.0,0.0,0,0,Withdrawn
554969,BBB,2014B,91.36363636363636,0.9166666666666666,0,0,Distinction
555015,BBB,2014B,89.18181818181819,0.9166666666666666,0,0,Distinction
555603,BBB,2014B,0.0,0.0,0,0,Withdrawn
555720,BBB,2014B,44.0,0.25,0,0,Fail
555860,BBB,2014B,60.166666666666664,0.5,0,0,Fail
555994,BBB,2014B,72.7,0.8333333333333334,0,0,Fail
556012,BBB,2014B,63.75,0.6666666666666666,0,0,Fail
556853,BBB,2014B,70.8,0.8333333333333334,0,0,Pass
556877,BBB,2014B,87.58333333333333,1.0,0,0,Pass
557029,BBB,2014B,77.11111111111111,0.75,0,0,Fail
557351,BBB,2014B,81.9,0.8333333333333334,0,0,Fail
558084,BBB,2014B,85.0909090909091,0.9166666666666666,0,0,Pass
558595,BBB,2014B,78.36363636363636,0.9166666666666666,0,0,Pass
558702,BBB,2014B,0.0,0.0,0,0,Withdrawn
558921,BBB,2014B,94.0909090909091,0.9166666666666666,0,0,Distinction
559065,BBB,2014B,0.0,0.0,0,0,Fail
559090,BBB,2014B,54.0,0.08333333333333333,0,0,Withdrawn
559336,BBB,2014B,80.0,0.9166666666666666,0,0,Pass
559381,BBB,2014B,76.36363636363636,0.9166666666666666,0,0,Pass
559467,BBB,2014B,83.0,0.8333333333333334,0,0,Pass
559573,BBB,2014B,78.375,0.6666666666666666,0,0,Fail
559831,BBB,2014B,70.54545454545455,0.9166666666666666,0,0,Pass
559861,BBB,2014B,86.63636363636364,0.9166666666666666,0,0,Pass
560117,BBB,2014B,50.833333333333336,1.0,0,0,Fail
560238,BBB,2014B,90.18181818181819,0.9166666666666666,0,0,Distinction
560335,BBB,2014B,80.33333333333333,0.5,0,0,Fail
560536,BBB,2014B,78.9,0.8333333333333334,0,0,Pass
560636,BBB,2014B,0.0,0.0,0,0,Withdrawn
560920,BBB,2014B,75.0,0.16666666666666666,0,0,Withdrawn
561060,BBB,2014B,85.72727272727273,0.9166666666666666,0,0,Pass
561061,BBB,2014B,77.63636363636364,0.9166666666666666,0,0,Pass
561674,BBB,2014B,0.0,0.0,0,0,Fail
561953,BBB,2014B,77.0,0.9166666666666666,0,0,Pass
561978,BBB,2014B,88.0909090909091,0.9166666666666666,0,0,Distinction
562139,BBB,2014B,0.0,0.0,0,0,Withdrawn
562267,BBB,2014B,0.0,0.0,0,0,Withdrawn
562438,BBB,2014B,0.0,0.0,0,0,Withdrawn
562642,BBB,2014B,0.0,0.0,0,0,Fail
562643,BBB,2014B,64.0,0.16666666666666666,0,0,Withdrawn
562783,BBB,2014B,85.5,0.3333333333333333,0,0,Withdrawn
562857,BBB,2014B,73.81818181818181,0.9166666666666666,0,0,Pass
563413,BBB,2014B,83.81818181818181,0.9166666666666666,0,0,Distinction
563487,BBB,2014B,78.81818181818181,0.9166666666666666,0,0,Pass
563754,BBB,2014B,78.18181818181819,0.9166666666666666,0,0,Pass
563822,BBB,2014B,0.0,0.0,0,0,Fail
563945,BBB,2014B,0.0,0.0,0,0,Withdrawn
563986,BBB,2014B,74.0,0.6666666666666666,0,0,Fail
563987,BBB,2014B,72.27272727272727,0.9166666666666666,0,0,Pass
564409,BBB,2014B,89.72727272727273,0.9166666666666666,0,0,Pass
564460,BBB,2014B,0.0,0.0,0,0,Withdrawn
564810,BBB,2014B,0.0,0.0,0,0,Withdrawn
564906,BBB,2014B,73.7,0.8333333333333334,0,0,Pass
565008,BBB,2014B,0.0,0.0,0,0,Withdrawn
565009,BBB,2014B,77.0,0.4166666666666667,0,0,Fail
565344,BBB,2014B,84.0,0.3333333333333333,0,0,Fail
565402,BBB,2014B,65.0,0.08333333333333333,0,0,Withdrawn
565869,BBB,2014B,78.3,0.8333333333333334,0,0,Pass
565988,BBB,2014B,75.0,0.08333333333333333,0,0,Fail
566181,BBB,2014B,54.0,0.8333333333333334,0,0,Pass
566669,BBB,2014B,79.55555555555556,0.75,0,0,Pass
567048,BBB,2014B,80.27272727272727,0.9166666666666666,0,0,Pass
567059,BBB,2014B,72.44444444444444,0.75,0,0,Pass
567273,BBB,2014B,0.0,0.0,0,0,Withdrawn
567757,BBB,2014B,79.7,0.8333333333333334,0,0,Pass
567889,BBB,2014B,83.63636363636364,0.9166666666666666,0,0,Pass
567963,BBB,2014B,80.27272727272727,0.9166666666666666,0,0,Pass
568042,BBB,2014B,40.0,0.08333333333333333,0,0,Fail
568370,BBB,2014B,83.6923076923077,1.0,0,0,Pass
568559,BBB,2014B,75.9090909090909,0.9166666666666666,0,0,Pass
568968,BBB,2014B,72.8,0.8333333333333334,0,0,Pass
569074,BBB,2014B,79.8,0.4166666666666667,0,0,Withdrawn
569199,BBB,2014B,0.0,0.0,0,0,Withdrawn
569225,BBB,2014B,71.0,0.9166666666666666,0,0,Pass
569660,BBB,2014B,0.0,0.0,0,0,Withdrawn
569663,BBB,2014B,88.54545454545455,0.9166666666666666,0,0,Pass
569664,BBB,2014B,75.54545454545455,0.9166666666666666,0,0,Pass
569761,BBB,2014B,86.36363636363636,0.9166666666666666,0,0,Pass
569864,BBB,2014B,64.0909090909091,0.9166666666666666,0,0,Pass
569970,BBB,2014B,81.0909090909091,0.9166666666666666,0,0,Pass
570031,BBB,2014B,83.6,0.8333333333333334,0,0,Pass
570133,BBB,2014B,0.0,0.0,0,0,Withdrawn
570177,BBB,2014B,0.0,0.0,0,0,Fail
570186,BBB,2014B,72.5,0.3333333333333333,0,0,Withdrawn
570239,BBB,2014B,83.0,0.75,0,0,Fail
570437,BBB,2014B,92.45454545454545,0.9166666666666666,0,0,Distinction
570627,BBB,2014B,95.54545454545455,0.9166666666666666,0,0,Distinction
570721,BBB,2014B,0.0,0.0,0,0,Withdrawn
571223,BBB,2014B,77.6,0.8333333333333334,0,0,Pass
571540,BBB,2014B,88.8,0.8333333333333334,0,0,Pass
571614,BBB,2014B,68.81818181818181,0.9166666666666666,0,0,Pass
571732,BBB,2014B,0.0,0.0,0,0,Withdrawn
571880,BBB,2014B,72.81818181818181,0.9166666666666666,0,0,Pass
571897,BBB,2014B,66.7,0.8333333333333334,0,0,Pass
571954,BBB,2014B,75.0,0.9166666666666666,0,0,Pass
572187,BBB,2014B,70.11111111111111,0.75,0,0,Fail
572290,BBB,2014B,90.27272727272727,0.9166666666666666,0,0,Pass
572370,BBB,2014B,0.0,0.0,0,0,Withdrawn
572378,BBB,2014B,0.0,0.0,0,0,Withdrawn
572987,BBB,2014B,0.0,0.0,0,0,Withdrawn
573000,BBB,2014B,0.0,0.0,0,0,Withdrawn
573108,BBB,2014B,78.75,0.3333333333333333,0,0,Withdrawn
573323,BBB,2014B,89.7,0.8333333333333334,0,0,Distinction
573488,BBB,2014B,45.0,0.9166666666666666,0,0,Pass
573496,BBB,2014B,82.9,0.8333333333333334,0,0,Pass
573806,BBB,2014B,85.54545454545455,0.9166666666666666,0,0,Distinction
573824,BBB,2014B,87.25,0.3333333333333333,0,0,Withdrawn
573851,BBB,2014B,79.8,0.8333333333333334,0,0,Pass
573853,BBB,2014B,69.54545454545455,0.9166666666666666,0,0,Pass
574057,BBB,2014B,0.0,0.0,0,0,Fail
574264,BBB,2014B,0.0,0.0,0,0,Withdrawn
574553,BBB,2014B,0.0,0.0,0,0,Withdrawn
574569,BBB,2014B,72.27272727272727,0.9166666666666666,0,0,Pass
574748,BBB,2014B,0.0,0.0,0,0,Withdrawn
574935,BBB,2014B,73.0,0.08333333333333333,0,0,Withdrawn
574944,BBB,2014B,84.0,0.25,0,0,Withdrawn
575251,BBB,2014B,52.333333333333336,0.25,0,0,Withdrawn
575602,BBB,2014B,66.0,0.9166666666666666,0,0,Pass
575680,BBB,2014B,79.81818181818181,0.9166666666666666,0,0,Pass
575980,BBB,2014B,72.0,0.08333333333333333,0,0,Withdrawn
575990,BBB,2014B,46.0,0.08333333333333333,0,0,Withdrawn
576179,BBB,2014B,0.0,0.0,0,0,Withdrawn
576375,BBB,2014B,85.54545454545455,0.9166666666666666,0,0,Pass
576738,BBB,2014B,96.0,0.9166666666666666,0,0,Distinction
577170,BBB,2014B,0.0,0.0,0,0,Fail
577304,BBB,2014B,90.0,0.16666666666666666,0,0,Fail
577527,BBB,2014B,85.72727272727273,0.9166666666666666,0,0,Pass
577676,BBB,2014B,76.9090909090909,0.9166666666666666,0,0,Pass
577905,BBB,2014B,49.5,0.16666666666666666,0,0,Fail
578003,BBB,2014B,77.0,0.3333333333333333,0,0,Fail
578282,BBB,2014B,79.8,0.4166666666666667,0,0,Fail
578574,BBB,2014B,80.0,0.8333333333333334,0,0,Pass
579255,BBB,2014B,70.42857142857143,0.5833333333333334,0,0,Withdrawn
579448,BBB,2014B,0.0,0.0,0,0,Withdrawn
579537,BBB,2014B,70.81818181818181,0.9166666666666666,0,0,Pass
579720,BBB,2014B,79.77777777777777,0.75,0,0,Fail
580688,BBB,2014B,97.0,0.8333333333333334,0,0,Distinction
581222,BBB,2014B,61.81818181818182,0.9166666666666666,0,0,Pass
581333,BBB,2014B,0.0,0.0,0,0,Withdrawn
581353,BBB,2014B,81.18181818181819,0.9166666666666666,0,0,Pass
581459,BBB,2014B,60.666666666666664,0.25,0,0,Fail
581647,BBB,2014B,0.0,0.0,0,0,Withdrawn
582496,BBB,2014B,0.0,0.0,0,0,Withdrawn
582742,BBB,2014B,91.85714285714286,0.5833333333333334,0,0,Fail
583102,BBB,2014B,65.55555555555556,0.75,0,0,Fail
583950,BBB,2014B,60.0,0.9166666666666666,0,0,Fail
584566,BBB,2014B,0.0,0.0,0,0,Withdrawn
584632,BBB,2014B,0.0,0.0,0,0,Fail
584762,BBB,2014B,85.0,0.16666666666666666,0,0,Withdrawn
585048,BBB,2014B,85.27272727272727,0.9166666666666666,0,0,Pass
585150,BBB,2014B,78.63636363636364,0.9166666666666666,0,0,Pass
585283,BBB,2014B,0.0,0.0,0,0,Withdrawn
585547,BBB,2014B,82.45454545454545,0.9166666666666666,0,0,Pass
585727,BBB,2014B,72.5,0.3333333333333333,0,0,Fail
586086,BBB,2014B,82.4,0.8333333333333334,0,0,Pass
586111,BBB,2014B,0.0,0.0,0,0,Fail
586133,BBB,2014B,0.0,0.0,0,0,Withdrawn
586417,BBB,2014B,0.0,0.0,0,0,Withdrawn
586435,BBB,2014B,0.0,0.0,0,0,Withdrawn
586712,BBB,2014B,94.18181818181819,0.9166666666666666,0,0,Pass
586995,BBB,2014B,69.0909090909091,0.9166666666666666,0,0,Pass
587181,BBB,2014B,76.875,0.6666666666666666,0,0,Pass
587524,BBB,2014B,83.72727272727273,0.9166666666666666,0,0,Distinction
587538,BBB,2014B,93.55555555555556,0.75,0,0,Distinction
587780,BBB,2014B,86.81818181818181,0.9166666666666666,0,0,Pass
588039,BBB,2014B,79.25,0.6666666666666666,0,0,Pass
588096,BBB,2014B,0.0,0.0,0,0,Withdrawn
588302,BBB,2014B,87.72727272727273,0.9166666666666666,0,0,Pass
588459,BBB,2014B,61.0,0.4166666666666667,0,0,Fail
588484,BBB,2014B,80.7,0.8333333333333334,0,0,Pass
588495,BBB,2014B,0.0,0.0,0,0,Withdrawn
588592,BBB,2014B,54.0,0.25,0,0,Withdrawn
588685,BBB,2014B,74.5,0.3333333333333333,0,0,Fail
589300,BBB,2014B,0.0,0.0,0,0,Withdrawn
589333,BBB,2014B,79.0,0.8333333333333334,0,0,Pass
589444,BBB,2014B,87.2,0.8333333333333334,0,0,Distinction
589862,BBB,2014B,85.2,0.8333333333333334,0,0,Pass
589997,BBB,2014B,94.0,0.9166666666666666,0,0,Distinction
590408,BBB,2014B,56.36363636363637,0.9166666666666666,0,0,Fail
590520,BBB,2014B,0.0,0.0,0,0,Fail
590798,BBB,2014B,0.0,0.0,0,0,Withdrawn
590812,BBB,2014B,54.0,0.3333333333333333,0,0,Fail
590870,BBB,2014B,46.75,0.3333333333333333,0,0,Fail
591094,BBB,2014B,71.66666666666667,0.5,0,0,Withdrawn
591309,BBB,2014B,0.0,0.0,0,0,Withdrawn
591547,BBB,2014B,72.0,0.5833333333333334,0,0,Fail
591725,BBB,2014B,55.666666666666664,0.25,0,0,Fail
591743,BBB,2014B,78.0,0.3333333333333333,0,0,Fail
592193,BBB,2014B,88.54545454545455,0.9166666666666666,0,0,Distinction
592602,BBB,2014B,82.33333333333333,0.25,0,0,Withdrawn
592725,BBB,2014B,74.0,0.8333333333333334,0,0,Pass
593345,BBB,2014B,56.22222222222222,0.75,0,0,Fail
593465,BBB,2014B,0.0,0.0,0,0,Withdrawn
594061,BBB,2014B,86.81818181818181,0.9166666666666666,0,0,Distinction
594417,BBB,2014B,71.18181818181819,0.9166666666666666,0,0,Pass
594774,BBB,2014B,0.0,0.0,0,0,Fail
595047,BBB,2014B,89.45454545454545,0.9166666666666666,0,0,Pass
596171,BBB,2014B,92.9090909090909,0.9166666666666666,0,0,Distinction
596533,BBB,2014B,79.9,0.8333333333333334,0,0,Pass
596602,BBB,2014B,0.0,0.0,0,0,Withdrawn
597316,BBB,2014B,81.8,0.8333333333333334,0,0,Pass
597321,BBB,2014B,0.0,0.0,0,0,Fail
597610,BBB,2014B,0.0,0.0,0,0,Withdrawn
597730,BBB,2014B,72.77777777777777,0.75,0,0,Fail
597744,BBB,2014B,32.333333333333336,0.25,0,0,Withdrawn
597882,BBB,2014B,77.9,0.8333333333333334,0,0,Pass
598150,BBB,2014B,0.0,0.0,0,0,Withdrawn
598250,BBB,2014B,85.4,0.4166666666666667,0,0,Withdrawn
598313,BBB,2014B,70.16666666666667,0.5,0,0,Withdrawn
598415,BBB,2014B,81.1,0.8333333333333334,0,0,Withdrawn
598451,BBB,2014B,82.5,0.16666666666666666,0,0,Withdrawn
598495,BBB,2014B,74.0,0.16666666666666666,0,0,Fail
598614,BBB,2014B,72.4,0.8333333333333334,0,0,Pass
598624,BBB,2014B,81.81818181818181,0.9166666666666666,0,0,Pass
598694,BBB,2014B,92.72727272727273,0.9166666666666666,0,0,Pass
598836,BBB,2014B,0.0,0.0,0,0,Withdrawn
598918,BBB,2014B,84.0909090909091,0.9166666666666666,0,0,Distinction
599132,BBB,2014B,78.9,0.8333333333333334,0,0,Pass
599161,BBB,2014B,77.875,0.6666666666666666,0,0,Fail
599202,BBB,2014B,93.45454545454545,0.9166666666666666,0,0,Distinction
599207,BBB,2014B,69.0,0.75,0,0,Pass
599382,BBB,2014B,0.0,0.0,0,0,Withdrawn
599430,BBB,2014B,0.0,0.0,0,0,Withdrawn
599480,BBB,2014B,0.0,0.0,0,0,Withdrawn
599495,BBB,2014B,81.0909090909091,0.9166666666666666,0,0,Distinction
599769,BBB,2014B,74.75,0.3333333333333333,0,0,Fail
599990,BBB,2014B,81.81818181818181,0.9166666666666666,0,0,Pass
600259,BBB,2014B,0.0,0.0,0,0,Withdrawn
600407,BBB,2014B,83.0,0.08333333333333333,0,0,Withdrawn
601010,BBB,2014B,83.7,0.8333333333333334,0,0,Pass
601238,BBB,2014B,74.5,0.8333333333333334,0,0,Pass
601316,BBB,2014B,40.5,0.16666666666666666,0,0,Withdrawn
601356,BBB,2014B,85.36363636363636,0.9166666666666666,0,0,Distinction
601616,BBB,2014B,79.27272727272727,0.9166666666666666,0,0,Pass
601862,BBB,2014B,76.63636363636364,0.9166666666666666,0,0,Pass
602011,BBB,2014B,46.90909090909091,0.9166666666666666,0,0,Fail
602815,BBB,2014B,75.42857142857143,0.5833333333333334,0,0,Fail
602898,BBB,2014B,49.0,0.08333333333333333,0,0,Withdrawn
602929,BBB,2014B,64.6,0.4166666666666667,0,0,Fail
602991,BBB,2014B,89.11111111111111,0.75,0,0,Pass
603061,BBB,2014B,87.25,0.3333333333333333,0,0,Withdrawn
603112,BBB,2014B,87.25,0.6666666666666666,0,0,Pass
603348,BBB,2014B,0.0,0.0,0,0,Withdrawn
603543,BBB,2014B,0.0,0.0,0,0,Fail
603739,BBB,2014B,76.0,0.25,0,0,Withdrawn
603762,BBB,2014B,83.45454545454545,0.9166666666666666,0,0,Distinction
603888,BBB,2014B,0.0,0.0,0,0,Withdrawn
604106,BBB,2014B,82.9090909090909,0.9166666666666666,0,0,Pass
604267,BBB,2014B,80.0,0.25,0,0,Withdrawn
604375,BBB,2014B,0.0,0.0,0,0,Withdrawn
604962,BBB,2014B,78.27272727272727,0.9166666666666666,0,0,Pass
605388,BBB,2014B,0.0,0.0,0,0,Withdrawn
605474,BBB,2014B,0.0,0.0,0,0,Fail
605597,BBB,2014B,72.375,0.6666666666666666,0,0,Fail
605672,BBB,2014B,84.7,0.8333333333333334,0,0,Pass
605693,BBB,2014B,85.72727272727273,0.9166666666666666,0,0,Pass
605771,BBB,2014B,50.8,0.4166666666666667,0,0,Withdrawn
605956,BBB,2014B,0.0,0.0,0,0,Withdrawn
605971,BBB,2014B,0.0,0.0,0,0,Withdrawn
605996,BBB,2014B,57.36363636363637,0.9166666666666666,0,0,Pass
606069,BBB,2014B,70.1,0.8333333333333334,0,0,Pass
606075,BBB,2014B,0.0,0.0,0,0,Fail
606155,BBB,2014B,0.0,0.0,0,0,Withdrawn
606313,BBB,2014B,83.0,0.9166666666666666,0,0,Pass
606335,BBB,2014B,0.0,0.0,0,0,Withdrawn
606501,BBB,2014B,0.0,0.0,0,0,Withdrawn
606529,BBB,2014B,86.25,0.3333333333333333,0,0,Fail
606634,BBB,2014B,83.72727272727273,0.9166666666666666,0,0,Pass
606690,BBB,2014B,91.72727272727273,0.9166666666666666,0,0,Pass
607108,BBB,2014B,75.5,0.6666666666666666,0,0,Fail
607220,BBB,2014B,62.9,0.8333333333333334,0,0,Pass
607339,BBB,2014B,0.0,0.0,0,0,Withdrawn
607380,BBB,2014B,0.0,0.0,0,0,Fail
607436,BBB,2014B,0.0,0.0,0,0,Withdrawn
607487,BBB,2014B,0.0,0.0,0,0,Withdrawn
607529,BBB,2014B,79.18181818181819,0.9166666666666666,0,0,Pass
607646,BBB,2014B,0.0,0.0,0,0,Withdrawn
607678,BBB,2014B,74.125,0.6666666666666666,0,0,Pass
607848,BBB,2014B,82.0,0.8333333333333334,0,0,Fail
607953,BBB,2014B,74.1,0.8333333333333334,0,0,Fail
607973,BBB,2014B,0.0,0.0,0,0,Withdrawn
608060,BBB,2014B,0.0,0.0,0,0,Withdrawn
608104,BBB,2014B,85.45454545454545,0.9166666666666666,0,0,Distinction
608110,BBB,2014B,79.22222222222223,0.75,0,0,Pass
608164,BBB,2014B,89.81818181818181,0.9166666666666666,0,0,Distinction
608407,BBB,2014B,87.18181818181819,0.9166666666666666,0,0,Distinction
608774,BBB,2014B,0.0,0.0,0,0,Withdrawn
608961,BBB,2014B,0.0,0.0,0,0,Fail
609282,BBB,2014B,0.0,0.0,0,0,Withdrawn
609422,BBB,2014B,84.33333333333333,0.75,0,0,Withdrawn
609426,BBB,2014B,70.7,0.8333333333333334,0,0,Pass
609596,BBB,2014B,87.8,0.8333333333333334,0,0,Distinction
610239,BBB,2014B,0.0,0.0,0,0,Fail
610340,BBB,2014B,77.4,0.4166666666666667,0,0,Fail
610416,BBB,2014B,66.7,0.8333333333333334,0,0,Pass
610494,BBB,2014B,1.0,0.08333333333333333,0,0,Withdrawn
610531,BBB,2014B,0.0,0.0,0,0,Withdrawn
610589,BBB,2014B,0.0,0.0,0,0,Withdrawn
610759,BBB,2014B,69.8,0.8333333333333334,0,0,Pass
610802,BBB,2014B,70.75,0.6666666666666666,0,0,Fail
611233,BBB,2014B,84.5,0.3333333333333333,0,0,Withdrawn
611348,BBB,2014B,77.72727272727273,0.9166666666666666,0,0,Pass
611475,BBB,2014B,84.5,0.8333333333333334,0,0,Pass
611586,BBB,2014B,72.66666666666667,0.25,0,0,Withdrawn
611649,BBB,2014B,0.0,0.0,0,0,Withdrawn
611719,BBB,2014B,0.0,0.0,0,0,Fail
611732,BBB,2014B,0.0,0.0,0,0,Withdrawn
611816,BBB,2014B,0.0,0.0,0,0,Withdrawn
611974,BBB,2014B,74.83333333333333,0.5,0,0,Withdrawn
611977,BBB,2014B,0.0,0.0,0,0,Withdrawn
611979,BBB,2014B,0.0,0.0,0,0,Withdrawn
612082,BBB,2014B,84.0,0.9166666666666666,0,0,Distinction
612113,BBB,2014B,0.0,0.0,0,0,Fail
612120,BBB,2014B,74.0,0.5833333333333334,0,0,Fail
612212,BBB,2014B,69.0,0.16666666666666666,0,0,Fail
612370,BBB,2014B,72.3,0.8333333333333334,0,0,Fail
612395,BBB,2014B,0.0,0.0,0,0,Withdrawn
612396,BBB,2014B,0.0,0.0,0,0,Fail
612561,BBB,2014B,0.0,0.0,0,0,Withdrawn
612600,BBB,2014B,87.4,0.4166666666666667,0,0,Fail
612721,BBB,2014B,87.54545454545455,0.9166666666666666,0,0,Distinction
612756,BBB,2014B,84.54545454545455,0.9166666666666666,0,0,Pass
612841,BBB,2014B,77.18181818181819,0.9166666666666666,0,0,Pass
612862,BBB,2014B,91.1,0.8333333333333334,0,0,Distinction
612919,BBB,2014B,86.45454545454545,0.9166666666666666,0,0,Pass
613038,BBB,2014B,82.55555555555556,0.75,0,0,Pass
613047,BBB,2014B,58.666666666666664,0.75,0,0,Fail
613093,BBB,2014B,85.0,0.9166666666666666,0,0,Pass
613161,BBB,2014B,38.0,0.08333333333333333,0,0,Withdrawn
613162,BBB,2014B,76.16666666666667,1.0,0,0,Pass
613170,BBB,2014B,81.0,0.9166666666666666,0,0,Pass
613199,BBB,2014B,75.92307692307692,1.0,0,0,Pass
613205,BBB,2014B,73.8,0.8333333333333334,0,0,Fail
613299,BBB,2014B,95.33333333333333,0.5,0,0,Fail
613355,BBB,2014B,77.8,0.8333333333333334,0,0,Pass
613426,BBB,2014B,87.63636363636364,0.9166666666666666,0,0,Pass
613512,BBB,2014B,0.0,0.0,0,0,Withdrawn
613559,BBB,2014B,0.0,0.0,0,0,Withdrawn
613586,BBB,2014B,0.0,0.0,0,0,Fail
613641,BBB,2014B,0.0,0.0,0,0,Withdrawn
613703,BBB,2014B,69.3,0.8333333333333334,0,0,Fail
613718,BBB,2014B,76.7,0.8333333333333334,0,0,Pass
613722,BBB,2014B,77.18181818181819,0.9166666666666666,0,0,Pass
613743,BBB,2014B,91.2,0.8333333333333334,0,0,Pass
613791,BBB,2014B,77.8,0.4166666666666667,0,0,Withdrawn
613832,BBB,2014B,67.16666666666667,0.5,0,0,Fail
613842,BBB,2014B,78.5,0.3333333333333333,0,0,Withdrawn
613856,BBB,2014B,88.55555555555556,0.75,0,0,Pass
613864,BBB,2014B,0.0,0.0,0,0,Fail
613874,BBB,2014B,74.9090909090909,0.9166666666666666,0,0,Pass
613881,BBB,2014B,85.2,0.8333333333333334,0,0,Pass
613896,BBB,2014B,0.0,0.0,0,0,Withdrawn
613932,BBB,2014B,64.0,0.08333333333333333,0,0,Fail
613946,BBB,2014B,88.77777777777777,0.75,0,0,Pass
613983,BBB,2014B,0.0,0.0,0,0,Withdrawn
614039,BBB,2014B,81.7,0.8333333333333334,0,0,Pass
614117,BBB,2014B,60.81818181818182,0.9166666666666666,0,0,Pass
614130,BBB,2014B,72.36363636363636,0.9166666666666666,0,0,Pass
614212,BBB,2014B,72.18181818181819,0.9166666666666666,0,0,Pass
614270,BBB,2014B,0.0,0.0,0,0,Withdrawn
614357,BBB,2014B,78.18181818181819,0.9166666666666666,0,0,Distinction
614403,BBB,2014B,0.0,0.0,0,0,Fail
614561,BBB,2014B,0.0,0.0,0,0,Withdrawn
614562,BBB,2014B,0.0,0.0,0,0,Withdrawn
614583,BBB,2014B,88.45454545454545,0.9166666666666666,0,0,Distinction
614586,BBB,2014B,0.0,0.0,0,0,Withdrawn
614601,BBB,2014B,90.33333333333333,0.75,0,0,Pass
614629,BBB,2014B,91.63636363636364,0.9166666666666666,0,0,Distinction
614668,BBB,2014B,85.72727272727273,0.9166666666666666,0,0,Pass
614693,BBB,2014B,93.0,0.75,0,0,Pass
614728,BBB,2014B,80.0,0.8333333333333334,0,0,Pass
614732,BBB,2014B,76.9090909090909,0.9166666666666666,0,0,Pass
614734,BBB,2014B,83.85714285714286,0.5833333333333334,0,0,Fail
614738,BBB,2014B,92.54545454545455,0.9166666666666666,0,0,Distinction
614741,BBB,2014B,91.1,0.8333333333333334,0,0,Pass
614742,BBB,2014B,79.6,0.8333333333333334,0,0,Pass
