student_id,code_module,code_presentation,avg_score,completion_rate,total_clicks,active_days,final_result,risk_level,engagement_profile,global_profile,cluster_label,cluster_profile
329030,BBB,2013J,72.0,0.8333333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
329192,BBB,2013J,81.9090909090909,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
332257,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
333117,BBB,2013J,85.33333333333333,0.25,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
333651,BBB,2013J,83.85714285714286,0.5833333333333334,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
335136,BBB,2013J,65.8,0.4166666666666667,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
335481,BBB,2013J,63.0,0.0833333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
336478,BBB,2013J,72.81818181818181,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
336646,BBB,2013J,60.0,0.0833333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
337151,BBB,2013J,80.1,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
338741,BBB,2013J,69.0,0.8333333333333334,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
338878,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
339494,BBB,2013J,87.0,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
339608,BBB,2013J,78.0,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
339656,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
340661,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
340911,BBB,2013J,67.2,0.8333333333333334,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
340965,BBB,2013J,73.44444444444444,0.75,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
341612,BBB,2013J,84.6,0.4166666666666667,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
342678,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
342685,BBB,2013J,86.88888888888889,0.75,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
344568,BBB,2013J,80.22222222222223,0.75,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
345083,BBB,2013J,84.66666666666667,0.25,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
345128,BBB,2013J,72.3,0.8333333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
349554,BBB,2013J,83.18181818181819,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
349675,BBB,2013J,59.25,0.3333333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
352112,BBB,2013J,78.81818181818181,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
352161,BBB,2013J,87.5,0.1666666666666666,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
352339,BBB,2013J,80.0,0.1666666666666666,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
352688,BBB,2013J,87.8,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
354779,BBB,2013J,77.25,0.6666666666666666,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
355591,BBB,2013J,46.0,0.1666666666666666,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
355692,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
358289,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
360101,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
360876,BBB,2013J,45.0,0.0833333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
361988,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
362907,BBB,2013J,0.0,0.0,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
363151,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
363711,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
364073,BBB,2013J,91.9090909090909,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
364185,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
364666,BBB,2013J,77.5,0.1666666666666666,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
364871,BBB,2013J,73.18181818181819,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
365060,BBB,2013J,49.0,0.0833333333333333,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
365169,BBB,2013J,92.3,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
365288,BBB,2013J,0.0,0.0,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
365631,BBB,2013J,85.72727272727273,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
366524,BBB,2013J,85.0,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
367433,BBB,2013J,81.2,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
368077,BBB,2013J,78.27272727272727,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
369507,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
369986,BBB,2013J,77.55555555555556,0.75,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
370307,BBB,2013J,81.5,0.1666666666666666,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
370859,BBB,2013J,87.27272727272727,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
371530,BBB,2013J,82.7,0.8333333333333334,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
371888,BBB,2013J,65.0,0.0833333333333333,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
372172,BBB,2013J,77.0,0.0833333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
372658,BBB,2013J,81.0909090909091,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
373174,BBB,2013J,66.16666666666667,0.5,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
373269,BBB,2013J,65.42857142857143,0.5833333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
373633,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
373807,BBB,2013J,90.5,0.3333333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
373848,BBB,2013J,79.9090909090909,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
374038,BBB,2013J,65.81818181818181,0.9166666666666666,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
375960,BBB,2013J,79.0,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
378721,BBB,2013J,69.25,0.3333333333333333,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
379210,BBB,2013J,77.75,0.6666666666666666,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
379983,BBB,2013J,0.0,0.0,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
380205,BBB,2013J,71.33333333333333,0.25,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
380240,BBB,2013J,81.22222222222223,0.75,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
381541,BBB,2013J,83.44444444444444,0.75,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
381669,BBB,2013J,81.11111111111111,0.75,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
382575,BBB,2013J,74.8,0.4166666666666667,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
382920,BBB,2013J,83.0909090909091,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
382979,BBB,2013J,91.1818181818182,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
383303,BBB,2013J,86.22222222222223,0.75,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
383571,BBB,2013J,91.54545454545456,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
385040,BBB,2013J,74.5,0.1666666666666666,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
385820,BBB,2013J,84.72727272727273,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
386889,BBB,2013J,90.45454545454544,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
386904,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
387276,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
387378,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
387700,BBB,2013J,72.8,0.8333333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
388052,BBB,2013J,75.0,0.5833333333333334,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
388432,BBB,2013J,84.8,0.8333333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
388549,BBB,2013J,77.5,0.1666666666666666,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
388975,BBB,2013J,61.4,0.8333333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
389101,BBB,2013J,87.8,0.8333333333333334,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
389471,BBB,2013J,68.72727272727273,0.9166666666666666,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
390958,BBB,2013J,82.45454545454545,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
392060,BBB,2013J,81.9090909090909,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
392281,BBB,2013J,76.18181818181819,0.9166666666666666,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
393327,BBB,2013J,80.54545454545455,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
395073,BBB,2013J,71.71428571428571,0.5833333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
395358,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
395715,BBB,2013J,94.0,0.4166666666666667,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
396114,BBB,2013J,87.45454545454545,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
396256,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
397590,BBB,2013J,0.0,0.0,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
398067,BBB,2013J,82.54545454545455,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
398315,BBB,2013J,0.0,0.0,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
398525,BBB,2013J,84.81818181818181,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
398891,BBB,2013J,94.0909090909091,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
398956,BBB,2013J,59.125,0.6666666666666666,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
401319,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
402993,BBB,2013J,69.875,0.6666666666666666,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
404269,BBB,2013J,85.36363636363636,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
404671,BBB,2013J,91.1818181818182,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
404708,BBB,2013J,85.36363636363636,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
405945,BBB,2013J,61.63636363636363,0.9166666666666666,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
408106,BBB,2013J,0.0,0.0,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
408975,BBB,2013J,62.85714285714285,0.5833333333333334,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
409160,BBB,2013J,73.0,0.0833333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
409698,BBB,2013J,89.0,0.1666666666666666,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
409930,BBB,2013J,81.72727272727273,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
409945,BBB,2013J,82.7,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
410052,BBB,2013J,81.36363636363636,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
410281,BBB,2013J,88.57142857142857,0.5833333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
410357,BBB,2013J,93.8181818181818,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
410537,BBB,2013J,83.9090909090909,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
410842,BBB,2013J,82.36363636363636,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
411126,BBB,2013J,0.0,0.0,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
411226,BBB,2013J,58.5,0.1666666666666666,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
411642,BBB,2013J,73.4,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
413052,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
413248,BBB,2013J,0.0,0.0,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
414028,BBB,2013J,88.27272727272727,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
414350,BBB,2013J,88.45454545454545,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
414495,BBB,2013J,86.36363636363636,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
415216,BBB,2013J,60.63636363636363,0.9166666666666666,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
415546,BBB,2013J,58.42857142857143,0.5833333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
415698,BBB,2013J,80.33333333333333,0.75,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
417657,BBB,2013J,71.0,0.3333333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
417677,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
417785,BBB,2013J,86.0,0.5833333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
417967,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
419375,BBB,2013J,84.54545454545455,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
420163,BBB,2013J,76.5,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
420724,BBB,2013J,71.2,0.8333333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
421018,BBB,2013J,57.75,0.6666666666666666,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
422223,BBB,2013J,80.75,0.3333333333333333,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
422479,BBB,2013J,89.7,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
422505,BBB,2013J,0.0,0.0,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,1,STRUGGLING_STUDENTS
423399,BBB,2013J,85.375,0.6666666666666666,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
424014,BBB,2013J,88.72727272727273,0.9166666666666666,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
424539,BBB,2013J,69.4,0.8333333333333334,0,0,Pass,MEDIUM,LOW_ENGAGEMENT,MEDIUM_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
424637,BBB,2013J,82.42857142857143,0.5833333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
425817,BBB,2013J,69.6,0.8333333333333334,0,0,Fail,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
426458,BBB,2013J,76.6,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
427683,BBB,2013J,81.33333333333333,0.25,0,0,Withdrawn,HIGH,LOW_ENGAGEMENT,HIGH_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
427921,BBB,2013J,78.77777777777777,0.75,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
428323,BBB,2013J,91.54545454545456,0.9166666666666666,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
428653,BBB,2013J,84.1,0.8333333333333334,0,0,Pass,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
429610,BBB,2013J,93.0,0.9166666666666666,0,0,Distinction,LOW,LOW_ENGAGEMENT,LOW_RISK_LOW_ENGAGEMENT,0,TOP_PERFORMERS
